WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After
656,GIN,LP,Guinea,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2014 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. Primary domestic currency: Guinean franc Data last updated: 03/2024,,,,,,,,,,,6.02,6.352,6.734,7.136,7.514,7.837,8.095,8.296,8.457,8.601,8.746,8.895,9.046,9.205,9.38,9.576,9.799,10.047,10.315,10.593,10.876,11.162,11.451,11.745,12.044,12.345,12.654,12.97,13.294,13.627,13.967,14.317,14.674,15.041,15.417,15.803,16.198,16.603,17.018,17.443,2014.0
654,GNB,LP,Guinea-Bissau,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution. Human Development Indicators. Latest actual data: 2017 Primary domestic currency: CFA franc Data last updated: 02/2024,0.782,0.798,0.815,0.832,0.85,0.867,0.886,0.903,0.921,0.94,0.959,0.98,1.003,1.025,1.048,1.072,1.095,1.119,1.144,1.169,1.194,1.219,1.246,1.272,1.299,1.328,1.356,1.386,1.417,1.449,1.46,1.492,1.525,1.559,1.593,1.628,1.664,1.7,1.738,1.776,1.815,1.855,1.896,1.937,1.978,2.019,2.06,2.103,2.145,2.187,2017.0
336,GUY,LP,Guyana,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution Latest actual data: 2019 Primary domestic currency: Guyanese dollar Data last updated: 03/2024,0.764,0.765,0.765,0.763,0.759,0.754,0.748,0.742,0.735,0.726,0.72,0.718,0.718,0.72,0.723,0.727,0.73,0.734,0.737,0.74,0.742,0.743,0.743,0.743,0.742,0.742,0.744,0.746,0.748,0.751,0.753,0.756,0.758,0.761,0.764,0.767,0.773,0.778,0.782,0.785,0.787,0.789,0.792,0.794,0.796,0.799,0.801,0.804,0.806,0.808,2019.0
263,HTI,LP,Haiti,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Authorities official data Latest actual data: 2003 Primary domestic currency: Haitian gourde Data last updated: 03/2024,5.947,6.054,6.163,6.274,6.387,6.502,6.619,6.739,6.819,6.958,7.101,7.233,7.374,7.526,7.689,7.836,7.984,8.132,8.281,8.43,8.576,8.72,8.861,9.001,9.145,9.292,9.445,9.602,9.762,9.923,10.085,10.248,10.413,10.579,10.746,10.912,11.078,11.245,11.412,11.578,11.743,11.906,12.065,12.227,12.391,12.557,12.725,12.896,13.069,13.244,2003.0
268,HND,LP,Honduras,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: World Development Indicators, The World Bank Latest actual data: 2022 Primary domestic currency: Honduran lempira Data last updated: 03/2024",3.673,3.79,3.908,4.029,4.154,4.283,4.411,4.544,4.68,4.816,4.955,5.099,5.245,5.394,5.549,5.709,5.875,6.046,6.22,6.397,6.575,6.752,6.929,7.106,7.283,7.459,7.634,7.809,7.981,8.151,8.317,8.481,8.641,8.799,8.956,9.113,9.273,9.436,9.602,9.77,9.942,10.117,10.294,10.475,10.659,10.846,11.037,11.231,11.428,11.629,2022.0
532,HKG,LP,Hong Kong SAR,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Data retrieved from CEIC Latest actual data: 2021 Primary domestic currency: Hong Kong dollar Data last updated: 03/2024,5.06,5.18,5.26,5.35,5.431,5.5,5.566,5.615,5.672,5.727,5.752,5.815,5.888,5.998,6.119,6.27,6.467,6.517,6.583,6.638,6.712,6.73,6.726,6.764,6.798,6.838,6.904,6.938,6.964,6.996,7.052,7.11,7.171,7.211,7.253,7.31,7.378,7.415,7.488,7.521,7.427,7.402,7.473,7.535,7.588,7.632,7.676,7.721,7.766,7.811,2021.0
944,HUN,LP,Hungary,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: National Statistics Office. Population from 1995 to 2021 is from the HCSO, and is for January 1 of each year. (a mid-year population series is also available). Latest actual data: 2023 Primary domestic currency: Hungarian forint Data last updated: 03/2024",10.71,10.706,10.695,10.672,10.641,10.599,10.56,10.509,10.464,10.422,10.375,10.373,10.374,10.365,10.35,10.337,10.321,10.301,10.28,10.253,10.222,10.2,10.175,10.142,10.117,10.098,10.077,10.066,10.045,10.031,10.014,9.986,9.932,9.909,9.877,9.856,9.83,9.798,9.778,9.773,9.77,9.731,9.689,9.6,9.581,9.556,9.532,9.509,9.485,9.462,2023.0
176,ISL,LP,Iceland,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Icelandic króna Data last updated: 03/2024,0.227,0.229,0.232,0.236,0.238,0.241,0.242,0.244,0.248,0.252,0.254,0.256,0.26,0.262,0.265,0.267,0.268,0.27,0.272,0.276,0.279,0.283,0.287,0.288,0.291,0.294,0.3,0.308,0.315,0.319,0.318,0.318,0.32,0.322,0.326,0.329,0.333,0.338,0.348,0.357,0.364,0.369,0.376,0.388,0.394,0.401,0.407,0.414,0.421,0.427,2022.0
534,IND,LP,India,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: FY2012/13 Primary domestic currency: Indian rupee Data last updated: 03/2024,696.828,712.869,729.169,745.827,762.895,780.242,797.879,815.716,833.73,852.013,870.452,888.942,907.574,926.351,945.262,964.279,983.281,1002.335,1021.435,1040.5,1059.634,1078.971,1098.313,1117.415,1136.265,1154.639,1172.374,1189.692,1206.735,1223.64,1240.614,1257.621,1274.487,1291.132,1307.247,1322.867,1338.636,1354.196,1369.003,1383.112,1396.387,1407.564,1417.173,1428.628,1441.72,1454.607,1467.231,1479.579,1491.671,1503.471,2013.0
536,IDN,LP,Indonesia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: BPS (Statistics Indonesia) and staff estimates. Latest actual data: 2023 Primary domestic currency: Indonesian rupiah Data last updated: 03/2024,147.49,150.406,153.379,156.41,159.502,162.655,165.87,169.149,172.492,175.902,179.379,182.354,185.378,188.452,191.578,194.755,197.004,199.28,201.581,203.909,206.265,209.206,212.19,215.216,218.285,221.398,224.555,227.758,231.006,234.3,237.641,241.991,245.425,248.818,252.165,255.588,258.497,261.356,264.162,266.912,270.204,272.249,274.859,277.432,279.965,282.455,284.896,287.285,289.62,291.898,2023.0
429,IRN,LP,Islamic Republic of Iran,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: FY2020/21 Primary domestic currency: Iranian rial Data last updated: 03/2024,39.291,40.826,42.42,44.077,45.798,47.587,49.445,50.662,51.909,53.187,54.496,55.837,56.656,57.488,58.331,59.187,60.055,60.994,61.842,62.512,63.515,64.584,65.657,67.315,68.345,69.39,70.496,71.532,72.266,73.196,74.157,75.15,76.038,77.016,77.97,78.94,79.926,81.07,82.084,83.075,84.038,84.841,85.69,86.547,87.412,88.286,89.169,90.061,90.961,91.871,2021.0
433,IRQ,LP,Iraq,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2013 Primary domestic currency: Iraqi dinar  Data last updated: 03/2024,,,,,,,,,,,,,,,,,,,,,,,,25.96,26.674,27.377,28.064,28.741,29.43,30.163,30.962,31.76,32.578,33.417,35.0,35.213,36.169,37.14,38.124,39.115,40.132,41.176,42.246,43.345,44.472,45.628,46.814,48.032,49.28,50.562,2013.0
178,IRL,LP,Ireland,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Central Statistical Office of Ireland (CSO). Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,3.427,3.47,3.507,3.531,3.556,3.567,3.568,3.574,3.558,3.536,3.533,3.553,3.582,3.601,3.613,3.629,3.654,3.692,3.731,3.774,3.829,3.889,3.956,4.021,4.1,4.2,4.321,4.445,4.516,4.547,4.568,4.585,4.605,4.631,4.667,4.714,4.771,4.825,4.886,4.95,4.993,5.038,5.166,5.234,5.318,5.377,5.436,5.495,5.556,5.611,2023.0
436,ISR,LP,Israel,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Israeli new shekel Data last updated: 03/2024,3.92,3.948,4.018,4.104,4.157,4.231,4.296,4.366,4.439,4.516,4.658,4.946,5.124,5.259,5.395,5.542,5.682,5.824,5.967,6.117,6.286,6.436,6.567,6.687,6.806,6.927,7.052,7.176,7.307,7.482,7.621,7.763,7.907,8.056,8.212,8.377,8.543,8.71,8.879,9.051,9.214,9.367,9.551,9.757,9.943,10.133,10.326,10.523,10.724,10.929,2023.0
136,ITA,LP,Italy,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,56.388,56.479,56.524,56.563,56.565,56.588,56.598,56.594,56.609,56.649,56.694,56.744,56.773,56.821,56.842,56.844,56.844,56.876,56.904,56.909,56.924,56.961,56.993,57.186,57.612,58.044,58.289,58.511,59.002,59.421,59.69,59.948,60.105,60.277,60.346,60.295,60.164,60.067,59.938,59.817,59.641,59.236,59.03,58.851,58.819,58.732,58.628,58.507,58.371,58.229,2023.0
343,JAM,LP,Jamaica,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution. National Statistics Office if data is not yet available in IFS. Latest actual data: 2019 Primary domestic currency: Jamaican dollar Data last updated: 03/2024,2.112,2.15,2.186,2.23,2.235,2.269,2.29,2.306,2.32,2.324,2.365,2.381,2.399,2.419,2.44,2.462,2.485,2.509,2.534,2.559,2.582,2.605,2.62,2.629,2.639,2.648,2.658,2.667,2.677,2.686,2.696,2.703,2.71,2.713,2.716,2.719,2.722,2.726,2.731,2.734,2.737,2.74,2.743,2.747,2.75,2.753,2.756,2.759,2.762,2.765,2019.0
158,JPN,LP,Japan,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Cabinet Office of Japan via Haver Analytics Latest actual data: 2023 Primary domestic currency: Japanese yen Data last updated: 03/2024,116.769,117.623,118.451,119.271,120.05,120.8,121.446,122.031,122.548,123.028,123.438,123.928,124.367,124.77,125.116,125.436,125.711,126.011,126.349,126.587,126.831,127.132,127.4,127.634,127.734,127.752,127.746,127.757,127.692,127.551,127.594,127.831,127.552,127.333,127.12,126.978,126.96,126.746,126.495,126.221,125.849,125.507,125.171,124.621,124.04,123.43,122.795,122.136,121.456,120.755,2023.0
439,JOR,LP,Jordan,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: UN Latest actual data: 2022 Primary domestic currency: Jordanian dinar Data last updated: 02/2024,2.217,2.307,2.406,2.515,2.63,2.751,2.88,3.015,3.157,3.311,3.481,3.666,3.867,4.076,4.278,4.458,4.609,4.734,4.844,4.951,5.056,5.163,5.276,5.396,5.532,5.679,6.076,6.473,6.633,6.78,6.931,7.11,7.212,7.695,8.658,9.494,9.965,10.215,10.46,10.699,10.929,11.148,11.286,11.337,11.385,11.442,11.515,11.605,11.704,11.813,2022.0
916,KAZ,LP,Kazakhstan,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. Primary domestic currency: Kazakhstani tenge Data last updated: 03/2024,,,,,,,,,,,,,17.048,16.9,15.8,15.676,15.481,15.188,14.955,14.902,14.884,14.858,14.859,14.909,15.013,15.147,15.308,15.484,15.674,16.093,16.322,16.557,16.792,17.036,17.288,17.543,17.794,18.038,18.276,18.514,18.756,19.001,19.635,19.861,20.079,20.29,20.503,20.708,20.915,21.124,2022.0
664,KEN,LP,Kenya,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Notes: National Statistical Office. Series from January 1998 to October 2005 was adjusted in line with methodology reported in the 2011 Article IV Staff Report Primary domestic currency: Kenyan shilling Data last updated: 02/2024,15.721,16.308,16.9,17.5,18.1,18.7,19.3,20.0,20.7,21.4,22.0,22.7,23.4,24.1,24.8,25.5,26.3,27.0,27.8,28.7,29.5,30.3,31.1,32.0,32.9,33.8,34.7,35.7,36.7,37.7,38.6,39.5,40.4,41.4,42.4,43.3,44.3,45.4,46.4,47.6,48.797,49.747,50.64,51.539,52.444,53.354,54.269,55.189,56.114,57.043,2019.0
826,KIR,LP,Kiribati,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Australian dollar Data last updated: 03/2024,0.058,0.06,0.062,0.061,0.062,0.064,0.065,0.067,0.069,0.071,0.072,0.073,0.074,0.075,0.077,0.078,0.079,0.08,0.082,0.083,0.084,0.086,0.088,0.089,0.091,0.093,0.095,0.097,0.099,0.101,0.103,0.104,0.106,0.107,0.109,0.11,0.112,0.114,0.116,0.118,0.119,0.121,0.123,0.125,0.127,0.129,0.131,0.133,0.135,0.137,2022.0
542,KOR,LP,Korea,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: South Korean won Data last updated: 03/2024,38.124,38.723,39.326,39.91,40.406,40.806,41.214,41.622,42.031,42.449,42.869,43.296,43.748,44.195,44.642,45.093,45.525,45.954,46.287,46.617,47.008,47.37,47.645,47.892,48.083,48.185,48.438,48.684,49.055,49.308,49.554,49.937,50.2,50.429,50.747,51.015,51.218,51.362,51.585,51.765,51.836,51.77,51.673,51.603,51.542,51.492,51.442,51.392,51.342,51.292,2022.0
967,UVK,LP,Kosovo,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 02/2024,,,,,,,,,,,,,,,,,,,,,1.472,1.472,1.511,1.537,1.631,1.651,1.674,1.699,1.72,1.748,1.775,1.78,1.816,1.821,1.805,1.772,1.784,1.799,1.796,1.782,1.798,1.769,1.77,1.771,1.772,1.772,1.773,1.774,1.775,1.794,2021.0
443,KWT,LP,Kuwait,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: Ministry of Planning, Central Statistical Office, and Civil Information Authority Latest actual data: 2022 Primary domestic currency: Kuwaiti dinar Data last updated: 03/2024",,,,,,,,,,,,,,1.646,1.83,1.959,2.094,2.209,2.271,2.255,2.217,2.309,2.42,2.547,2.754,2.991,3.183,3.4,3.442,3.485,3.582,3.697,3.824,3.965,4.092,4.239,4.411,4.5,4.622,4.776,4.671,4.764,4.86,4.957,5.056,5.157,5.26,5.366,5.473,5.582,2022.0
917,KGZ,LP,Kyrgyz Republic,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Kyrgyz som Data last updated: 03/2024,,,,,,,,,,,,,4.411,4.485,4.505,4.525,4.596,4.661,4.732,4.806,4.875,4.922,4.968,5.013,5.073,5.136,5.189,5.248,5.289,5.348,5.418,5.478,5.552,5.663,5.777,5.895,6.019,6.14,6.257,6.389,6.517,6.654,6.795,6.931,7.077,7.227,7.372,7.527,7.686,7.84,2021.0
544,LAO,LP,Lao P.D.R.,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution. World Bank Latest actual data: 2022 Primary domestic currency: Lao kip Data last updated: 03/2024,3.272,3.335,3.412,3.5,3.595,3.694,3.798,3.906,4.018,4.133,4.289,4.416,4.545,4.675,4.801,4.923,5.039,5.151,5.247,5.34,5.431,5.52,5.606,5.689,5.768,5.853,5.947,6.041,6.136,6.23,6.323,6.416,6.509,6.601,6.691,6.787,6.891,6.998,7.105,7.212,7.319,7.425,7.477,7.582,7.686,7.788,7.889,7.988,8.086,8.182,2022.0
941,LVA,LP,Latvia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,,,,,,,,,,,,,2.677,2.669,2.627,2.501,2.47,2.445,2.421,2.399,2.382,2.353,2.321,2.299,2.277,2.25,2.228,2.209,2.192,2.163,2.121,2.075,2.045,2.024,2.001,1.986,1.969,1.95,1.934,1.92,1.908,1.893,1.876,1.883,1.879,1.875,1.872,1.868,1.864,1.861,2023.0
446,LBN,LP,Lebanon,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Also: IMF staff. Latest actual data: 2019 Primary domestic currency: Lebanese pound Data last updated: 03/2024,2.589,2.594,2.606,2.622,2.638,2.652,2.661,2.668,2.685,2.726,2.803,2.922,3.076,3.246,3.403,3.528,3.611,3.658,3.694,3.748,3.843,3.991,4.182,4.388,4.569,4.699,4.76,4.767,4.765,4.813,4.953,5.202,5.538,5.913,6.261,6.533,6.714,6.819,6.859,6.856,6.825,6.725,6.633,,,,,,,,2019.0
666,LSO,LP,Lesotho,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: Other Latest actual data: 2022 Primary domestic currency: Lesotho loti Data last updated: 03/2024,1.281,1.315,1.349,1.384,1.358,1.39,1.425,1.492,1.532,1.576,1.621,1.643,1.708,1.749,1.786,1.877,1.862,1.864,1.865,1.867,1.868,1.869,1.871,1.872,1.874,1.875,1.877,1.889,1.902,1.915,1.928,1.941,1.954,1.967,1.98,1.994,2.007,2.021,2.034,2.048,2.062,2.087,2.112,2.138,2.164,2.19,2.216,2.243,2.27,2.298,2022.0
668,LBR,LP,Liberia,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: National Statistics Office. Publish growth rate from 2000 only, no data prior to 1999 due to civil war in the country. Latest actual data: 2022 Primary domestic currency: US dollar Data last updated: 02/2024",,,,,,,,,,,,,,,,,,,2.517,2.7,2.848,2.954,3.025,3.077,3.136,3.218,3.329,3.462,3.608,3.754,3.891,4.017,4.136,4.248,4.36,4.472,4.587,4.702,4.819,4.937,5.058,5.18,5.305,5.432,5.561,5.692,5.825,5.959,6.095,6.233,2022.0
672,LBY,LP,Libya,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: International Financial Institution. World Development Indicators Latest actual data: 2019 Primary domestic currency: Libyan dinar Data last updated: 02/2024,2.988,3.126,3.273,3.411,3.558,3.539,3.676,3.834,4.325,4.522,4.26,4.36,4.46,4.56,4.65,4.75,4.84,4.92,5.01,5.09,5.18,5.26,5.34,5.42,5.51,5.59,5.69,5.78,5.88,5.96,6.041,5.923,6.283,6.266,6.259,6.322,6.385,6.448,6.513,6.578,6.644,6.71,6.777,6.845,6.913,6.982,7.052,7.122,7.194,7.265,2019.0
946,LTU,LP,Lithuania,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office. Data from Statistics Lithuania: http://www.stat.gov.lt/en/ Latest actual data: 2023 Primary domestic currency: Euro Data last updated: 03/2024,,,,,,,,,,,,,,,,3.629,3.602,3.575,3.549,3.524,3.5,3.471,3.443,3.415,3.377,3.323,3.27,3.231,3.198,3.163,3.097,3.028,2.988,2.958,2.932,2.905,2.868,2.828,2.802,2.794,2.795,2.801,2.824,2.883,2.857,2.832,2.806,2.784,2.762,2.74,2023.0
137,LUX,LP,Luxembourg,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Euro Data last updated: 03/2024,0.364,0.365,0.366,0.366,0.366,0.367,0.368,0.371,0.374,0.378,0.382,0.387,0.392,0.398,0.404,0.406,0.412,0.417,0.422,0.427,0.434,0.439,0.444,0.448,0.455,0.461,0.469,0.476,0.484,0.494,0.502,0.512,0.525,0.537,0.55,0.563,0.576,0.591,0.602,0.614,0.626,0.635,0.645,0.661,0.674,0.688,0.701,0.715,0.73,0.744,2022.0
546,MAC,LP,Macao SAR,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Macanese pataca Data last updated: 03/2024,,,,,,,,,,,,,,,,,,,,,,0.436,0.441,0.447,0.463,0.484,0.513,0.538,0.549,0.542,0.552,0.557,0.582,0.608,0.636,0.647,0.645,0.653,0.667,0.68,0.683,0.683,0.673,0.681,0.692,0.703,0.714,0.721,0.728,0.732,2022.0
674,MDG,LP,Madagascar,Population,"For census purposes, the total population of the country consists of all persons falling within the scope of the census. In the broadest sense, the total may comprise either all usual residents of the country or all persons present in the country at the time of the census. [Principles and Recommendations for Population and Housing Censuses, Revision 1, paragraph 2.42]",Persons,Millions,"Source: UN, World Bank, and National Statistical Office Latest actual data: 2018 Notes: In 2021 were published latest Madagascar Population Census data that took place in 2018. Primary domestic currency: Malagasy ariary Data last updated: 03/2024",8.679,8.911,9.15,9.395,9.647,9.906,10.171,10.444,10.724,11.011,11.306,11.609,11.92,12.239,12.607,12.987,13.378,13.78,14.195,14.622,15.063,15.516,15.983,16.464,16.96,17.47,17.996,18.538,19.096,19.67,20.262,20.872,21.501,22.148,22.814,23.501,24.209,24.937,25.674,26.525,27.34,28.178,28.961,29.766,30.594,31.444,32.319,33.217,34.141,35.09,2018.0
